0,51.5092869601181,-0.161032665963723,30.2789806311484,-0.0126585688398785,0.0468453844438251,0.0178030090118064,10002.0255455001,100.005788619218
0.5,51.5092722218606,-0.161028998297366,30.5497086308897,0.118749007664224,-0.00382115968446862,-0.0119077728463239,10052.2743975598,100.024669285089
1,51.5092786531883,-0.161034873178008,28.0905284513719,0.215554046387171,0.0129436115989069,0.00624203238781454,10100.1691859902,100.014630520149
1.5,51.5092823862385,-0.161032636016317,28.8495047898032,0.454975440469381,-0.00194376821842465,0.0220439101978017,10151.0628726367,99.9995072989262
2,51.5092849656119,-0.161032568602865,28.3223662676755,0.709753512232488,0.0155473850369245,0.037050207031379,10200.5798067426,100.010309937529
2.5,51.509291851928,-0.161033935605207,27.7615042757243,0.930147455250086,0.0164774067438794,-0.0156233623824007,10250.3140288223,100.033199200366
3,51.5092949636411,-0.161028376151911,27.9213854414411,1.17763808491195,0.0194235220899392,-0.0452803416260401,10300.4408200927,100.050375008231
3.5,51.5093013183562,-0.16102514880185,27.5680467837956,1.22517033636397,-0.0106178473731981,-0.0246848257944152,10350.0974771722,100.012174836102
4,51.5093088720694,-0.161025158320435,27.3385592873674,1.24120001042485,-0.00903645467706912,-0.0449736492636916,10399.9675786835,100.014276351336
4.5,51.5093120832815,-0.161022854705936,26.6158559636679,1.24974831655495,-0.00421377539396231,-0.0334419017491941,10449.6250443967,99.9999012772718
5,51.5093187478208,-0.161025032387174,26.585518296808,1.23597056557313,-0.00159074819656971,-0.0773187173169618,10499.6089834594,100.006859630602
5.5,51.5093269346476,-0.161024836069671,26.0111295746174,1.24797868810973,-0.0254368079060454,-0.083627371890358,10549.089570962,100.02173089955
6,51.509328489484,-0.161025029144207,26.1778516781051,1.23673600363907,0.0246663817477742,-0.0643306838993146,10599.3018967953,100.02563694266
6.5,51.509334349324,-0.161022915636347,26.1881730372552,1.25432912146172,0.0291763980050802,-0.012443846565552,10649.2729458737,99.9939124594922
7,51.5093410622139,-0.16102260189247,26.4901352392044,1.27218926516811,-0.00339751262083356,-0.00255868213108634,10699.4371907156,100.004414332449
7.5,51.5093465338358,-0.161020789044229,26.8543802080676,1.26553324735666,0.0118855654659965,-0.0105842999966128,10749.6122585919,99.99879291851
8,51.5093521074598,-0.161019397125507,26.7746316797566,1.24379236370601,0.00364189061465813,-0.00610959862110971,10799.6220303897,100.010231219783
8.5,51.5093571388436,-0.161019425191889,27.2027439519297,1.25581720877195,-0.00247841505057178,-0.0306094650859361,10849.9414562665,100.018772368405
